Date,High,Low,Open,Close,Volume,Difference
2015-05-24,242.4,231.6,238.9,233.2,258050,-0.0239
2015-05-31,234,221,233.2,224.7,364190,-0.0364
2015-06-07,233.1,222.2,224.7,232.5,327870,0.0344
2015-06-14,258.5,232.1,232.5,245,554570,0.0538
2015-06-21,251.6,239.1,245,250.7,290960,0.0235
2015-06-28,268.7,246.6,250.7,260.5,430540,0.0392
2015-07-05,298.8,257.6,260.5,292,437970,0.1206
2015-07-12,315.9,243.2,292,274,626530,-0.0614
2015-07-19,291.2,271.8,274,288.7,319490,0.0536
2015-07-26,296.7,276.3,288.7,280.5,333870,-0.0286
2015-08-02,285.7,257.4,280.5,258.6,323310,-0.078
2015-08-09,271.5,258.6,258.6,260.5,361860,0.0074
2015-08-16,261.9,214.3,260.5,229.5,680080,-0.1189
2015-08-23,234.8,196.3,229.5,228.5,723790,-0.0045
2015-08-30,235.6,224.2,228.5,233.7,383820,0.0226
2015-09-06,246.4,233.3,233.7,235.6,419160,0.0083
2015-09-13,242.8,225.1,235.6,231.1,357820,-0.0191
2015-09-20,237.6,224.1,231.1,234.3,375710,0.0138
2015-09-27,240.4,231.8,234.3,238.6,352360,0.0183
2015-10-04,277.6,236.4,238.6,245.4,358230,0.0284
2015-10-11,275.4,243.1,245.4,269.6,495940,0.0988
2015-10-18,283,259.5,269.6,282.6,468080,0.0481
2015-10-25,334.9,279.6,282.6,311.2,810630,0.1015
2015-11-01,492.8,304.7,311.2,385.1,1900000,0.2373
2015-11-08,389.8,292.4,385.1,331.8,1030000,-0.1385
2015-11-15,342.9,309.5,331.8,324.7,593420,-0.0213
2015-11-22,368.9,315.5,324.7,355.8,578860,0.0959
2015-11-29,390.3,347.2,355.8,386.7,664460,0.0867
2015-12-06,467.7,381.7,386.7,432.3,908490,0.1179
2015-12-13,466.1,420.8,432.3,461.2,784640,0.0669
2015-12-20,462.8,400.5,461.2,415.4,703130,-0.0994
2015-12-27,438,406.1,415.4,433.7,420600,0.0442
2016-01-03,462.9,423.1,433.7,448.3,457610,0.0336
2016-01-10,451.1,350.4,448.3,385,735950,-0.1411
2016-01-17,425.7,373.2,385,388.6,688230,0.0093
2016-01-24,405.4,363.5,388.6,377.8,484640,-0.0279
2016-01-31,391.8,365.3,377.8,376.7,465800,-0.0029
2016-02-07,392.6,371.4,376.7,390.1,420400,0.0356
2016-02-14,442.7,390.1,390.1,440.1,559580,0.1281
2016-02-21,447.6,410.4,440.1,431.3,466280,-0.0199
2016-02-28,441.3,386.9,431.3,399,528150,-0.0749
2016-03-06,422.4,393.1,399,410.4,405060,0.0285
2016-03-13,419.6,402.1,410.4,408.7,324330,-0.0041
2016-03-20,419.6,407.2,408.7,416.5,264860,0.0191
2016-03-27,427.4,406.4,416.5,418.5,328930,0.0048
2016-04-03,423.7,412.4,418.5,418,242220,-0.0011
2016-04-10,432,416.7,418,430,269290,0.0287
2016-04-17,451.5,423.8,430,450.1,333400,0.0466
2016-04-24,468.9,433.9,450.1,448.5,476550,-0.0034
2016-05-01,461.5,440.2,448.5,458.5,326080,0.0221
2016-05-08,464.2,446.8,458.5,456.4,277910,-0.0044
2016-05-15,460.3,435.4,456.4,443.6,255850,-0.028
2016-05-22,531.8,436.9,443.6,524.2,459130,0.1816
2016-05-29,592.7,493.2,524.2,572,663120,0.091
2016-06-05,592.6,543.6,572,591.6,398830,0.0344
2016-06-12,776,592.8,591.6,753.8,1210000,0.2741
2016-06-19,765.1,539.3,753.8,663.5,1180000,-0.1197
2016-06-26,700.5,609.9,663.5,698.1,593430,0.0521
2016-07-03,701.5,605,698.1,651.8,590380,-0.0662
2016-07-10,673.2,636.8,651.8,660.7,309160,0.0136
2016-07-17,680.9,645.7,660.7,655.2,285320,-0.0084
2016-07-24,664.2,643.5,655.2,654.7,217980,-0.0006
2016-07-31,654.9,471.4,654.7,586.5,444480,-0.1043
2016-08-07,600.5,580.9,586.5,584.6,211250,-0.0032
2016-08-14,585.8,559.3,584.6,582.6,216330,-0.0034
2016-08-21,591.9,567.3,582.6,570.3,180450,-0.021
2016-08-28,705,569.2,570.3,598.8,177290,0.05
2016-09-04,629.3,590.8,598.8,624.5,190280,0.0429
2016-09-11,630.8,592.8,624.5,607.1,176680,-0.0279
2016-09-18,612.4,591.7,607.1,602.6,158870,-0.0074
2016-09-25,615,598.2,602.6,613.4,151470,0.018
2016-10-02,619.6,606.5,613.4,617.7,154850,0.0069
2016-10-09,642.5,612.8,617.7,637,190800,0.0314
2016-10-16,659.9,624.1,637,655.5,186590,0.029
2016-10-23,720.2,645.7,655.5,715,279120,0.0907
2016-10-30,744.4,670.4,715,702.1,351150,-0.018
2016-11-06,741.2,697.6,702.1,704.3,253500,0.0031
2016-11-13,755.3,685,704.3,747.9,322970,0.0619
2016-11-20,754,712.8,747.9,734.1,250910,-0.0184
2016-11-27,779,727.1,734.1,764.2,283010,0.041
2016-12-04,777,746,764.2,774,209600,0.0128
2016-12-11,791.6,763,774,787.2,181200,0.017
2016-12-18,920.5,783.8,787.2,891.1,358580,0.132
2016-12-25,982.6,851.4,891.1,963.4,367770,0.0811
2017-01-01,"1,150.60",806.7,963.4,888.9,1650000,-0.0773
2017-01-08,936.1,739.5,888.9,819.6,641940,-0.0779
2017-01-15,928.9,808.6,819.6,919.8,346770,0.1223
2017-01-22,938.4,883.6,919.8,918.5,256520,-0.0014
2017-01-29,"1,041.00",911.5,918.5,"1,031.80",282010,0.1234
2017-02-05,"1,073.00",924.7,"1,031.80","1,008.30",404970,-0.0228
2017-02-12,"1,063.20",975.1,"1,008.30","1,052.30",219710,0.0436
2017-02-19,"1,211.70","1,037.70","1,052.30","1,149.10",373700,0.092
2017-02-26,"1,291.30","1,130.60","1,149.10","1,264.30",352150,0.1003
2017-03-05,"1,330.40",988.7,"1,264.30","1,179.20",563140,-0.0673
2017-03-12,"1,260.20",940.2,"1,179.20",971.4,700540,-0.1763
2017-03-19,"1,125.50",890.4,971.4,966.3,691920,-0.0052
2017-03-26,"1,103.70",946.7,966.3,"1,086.10",542070,0.124
2017-04-02,"1,201.60","1,074.20","1,086.10","1,180.80",495230,0.0872
2017-04-09,"1,229.60",841.5,"1,180.80","1,177.00",309200,-0.0032
2017-04-16,"1,257.00","1,166.70","1,177.00","1,240.90",301860,0.0543
2017-04-23,"1,356.20","1,223.10","1,240.90","1,336.30",364250,0.0769
2017-04-30,"1,609.80","1,309.70","1,336.30","1,545.30",609500,0.1564
2017-05-07,"1,864.80","1,495.20","1,545.30","1,763.70",689310,0.1414
2017-05-14,"2,048.40","1,653.70","1,763.70","2,040.20",552750,0.1567
2017-05-21,"2,781.80","1,868.60","2,040.20","2,052.40",1180000,0.006
2017-05-28,"2,582.80","2,051.10","2,052.40","2,545.40",732630,0.2402
2017-06-04,"2,931.20","2,478.20","2,545.40","2,900.30",710050,0.1394
2017-06-11,"2,985.10","2,125.60","2,900.30","2,655.10",1070000,-0.0845
2017-06-18,"2,804.40","2,488.60","2,655.10","2,590.10",623370,-0.0245
2017-06-25,"2,660.70","2,309.60","2,590.10","2,424.60",737130,-0.0639
2017-07-02,"2,658.70","2,375.90","2,424.60","2,564.90",526680,0.0578
2017-07-09,"2,576.70","1,974.00","2,564.90","1,975.10",777010,-0.2299
2017-07-16,"2,932.80","1,809.00","1,975.10","2,836.50",1350000,0.4362
2017-07-23,"2,856.70","2,441.50","2,836.50","2,733.50",859860,-0.0363
2017-07-30,"3,344.00","2,621.70","2,733.50","3,262.80",675090,0.1936
2017-08-06,"3,967.30","3,166.50","3,262.80","3,871.60",644930,0.1866
2017-08-13,"4,487.50","3,837.10","3,871.60","4,150.50",997130,0.072
2017-08-20,"4,461.70","3,612.20","4,150.50","4,352.30",628020,0.0486
2017-08-27,"4,976.50","4,195.20","4,352.30","4,573.80",622350,0.0509
2017-09-03,"4,719.80","4,004.60","4,573.80","4,335.10",870550,-0.0522
2017-09-10,"4,387.80","2,979.90","4,335.10","3,698.90",1430000,-0.1468
2017-09-17,"4,122.80","3,485.80","3,698.90","3,788.00",781520,0.0241
2017-09-24,"4,383.30","3,633.90","3,788.00","4,360.60",588230,0.1512
2017-10-01,"4,477.40","4,143.40","4,360.60","4,435.80",443240,0.0172
2017-10-08,"5,852.80","4,419.40","4,435.80","5,824.70",805690,0.3131
2017-10-15,"6,187.20","5,114.90","5,824.70","6,006.60",670510,0.0312
2017-10-22,"6,070.60","5,375.60","6,006.60","5,726.60",722590,-0.0466
2017-10-29,"7,492.20","5,679.40","5,726.60","7,363.80",976410,0.2859
2017-11-05,"7,869.10","6,197.90","7,363.80","6,339.90",1070000,-0.1391
2017-11-12,"8,000.20","5,493.60","6,339.90","7,780.90",1000000,0.2273
2017-11-19,"8,762.00","7,675.40","7,781.00","8,754.70",551270,0.1251
2017-11-26,"11,417.80","8,746.60","8,754.60","10,912.70",919630,0.2465
2017-12-03,"17,294.80","10,578.40","10,912.70","14,843.40",1260000,0.3602
2017-12-10,"19,587.70","13,031.00","14,840.00","19,345.50",1020000,0.3033
2017-12-17,"19,870.60","10,875.70","19,346.60","14,396.50",1460000,-0.2558
2017-12-24,"16,514.60","11,962.10","14,396.60","12,531.50",1040000,-0.1295
2017-12-31,"17,252.80","12,359.40","12,532.40","17,172.30",770830,0.3703
2018-01-07,"17,184.80","13,048.30","17,174.50","14,292.20",691250,-0.1677
2018-01-14,"14,446.10","12,858.90","14,291.90","12,858.90",1390000,-0.1003
2018-01-21,"12,860.20","10,056.60","12,857.10","11,467.50",1330000,-0.1082
2018-01-28,"12,112.70","7,915.80","11,471.20","9,241.10",1890000,-0.1941
2018-02-04,"9,382.10","8,559.60","9,241.50","8,559.60",3000000,-0.0737
2018-02-11,"11,095.90","7,843.70","8,559.70","11,073.50",1640000,0.2937
2018-02-18,"11,791.50","9,394.50","11,073.70","9,704.30",1930000,-0.1236
2018-02-25,"11,420.70","9,330.10","9,703.10","11,402.30",1410000,0.175
2018-03-04,"11,506.90","8,351.00","11,402.80","8,762.00",1660000,-0.2316
2018-03-11,"9,892.20","7,691.70","8,732.20","7,874.90",1840000,-0.1012
2018-03-18,"9,173.40","7,323.30","7,873.20","8,547.40",1750000,0.0854
2018-03-25,"8,679.00","6,603.80","8,549.10","6,938.20",1800000,-0.1883
2018-04-01,"7,519.30","6,460.10","6,939.10","6,905.70",1500000,-0.0047
2018-04-08,"8,228.00","6,633.20","6,905.90","8,004.40",1510000,0.1591
2018-04-15,"9,027.70","7,852.80","8,004.60","8,923.10",1270000,0.1148
2018-04-22,"9,753.10","8,669.80","8,923.60","9,352.40",1600000,0.0481
2018-04-29,"9,992.80","8,851.00","9,352.20","9,853.50",1170000,0.0536
2018-05-06,"9,957.70","8,184.10","9,859.40","8,459.50",1260000,-0.1415
2018-05-13,"8,758.40","8,055.50","8,483.60","8,245.10",1140000,-0.0253
2018-05-20,"8,597.40","7,293.40","8,243.90","7,361.30",1080000,-0.1072
2018-05-27,"7,694.50","7,069.80","7,361.90","7,646.60",984530,0.0388
2018-06-03,"7,775.00","7,391.00","7,646.60","7,515.80",868030,-0.0171
2018-06-10,"7,516.30","6,129.10","7,515.80","6,505.80",1320000,-0.1344
2018-06-17,"6,839.50","5,955.00","6,505.80","6,167.30",988810,-0.052
2018-06-24,"6,498.50","5,785.30","6,167.90","6,398.90",1340000,0.0376
2018-07-01,"6,805.90","6,398.50","6,398.50","6,765.50",1030000,0.0573
2018-07-08,"6,793.80","6,088.80","6,765.40","6,254.80",1880000,-0.0755
2018-07-15,"7,683.60","6,238.50","6,254.80","7,408.70",1920000,0.1845
2018-07-22,"8,484.60","7,343.70","7,409.00","8,234.10",1800000,0.1114
2018-07-29,"8,275.40","6,949.70","8,231.50","7,014.30",1550000,-0.1481
2018-08-05,"7,149.70","6,009.80","7,014.00","6,231.60",1710000,-0.1116
2018-08-12,"6,626.40","5,898.30","6,232.10","6,379.10",17630000,0.0237
2018-08-19,"6,840.80","6,255.90","6,379.10","6,734.80",20840000,0.0558
2018-08-26,"7,264.30","6,573.10","6,734.90","7,189.60",26360000,0.0675
2018-09-02,"7,409.90","6,132.30","7,189.60","6,184.30",26790000,-0.1398
2018-09-09,"6,867.30","6,148.80","6,184.30","6,519.00",22180000,0.0541
2018-09-16,"6,833.30","6,144.50","6,519.00","6,729.60",33270000,0.0323
2018-09-23,"6,809.20","5,977.00","6,729.60","6,603.90",59020000,-0.0187
2018-09-30,"6,682.30","6,034.90","6,603.90","6,596.30",64740000,-0.0012
2018-10-07,"6,699.50","6,206.20","6,596.30","6,321.70",907690,-0.0416
